x                   v                   t
0.000602266        -0.000230045               16.74
0.00059997        -0.000229168               16.75
0.000597682        -0.000228294               16.76
0.000595404        -0.000227424               16.77
0.000593134        -0.000226557               16.78
0.000590873        -0.000225693               16.79
0.00058862        -0.000224833                16.8
0.000586376        -0.000223976               16.81
0.00058414        -0.000223122               16.82
0.000581914        -0.000222271               16.83
0.000579695        -0.000221424               16.84
0.000577485         -0.00022058               16.85
0.000575283        -0.000219739               16.86
0.00057309        -0.000218901               16.87
0.000570905        -0.000218066               16.88
0.000568729        -0.000217235               16.89
0.000566561        -0.000216407                16.9
0.000564401        -0.000215582               16.91
0.000562249         -0.00021476               16.92
0.000560106        -0.000213941               16.93
0.00055797        -0.000213126               16.94
0.000555843        -0.000212313               16.95
0.000553724        -0.000211504               16.96
0.000551613        -0.000210697               16.97
0.00054951        -0.000209894               16.98
0.000547415        -0.000209094               16.99
0.000545328        -0.000208297                  17
0.000543249        -0.000207503               17.01
0.000541178        -0.000206712               17.02
0.000539115        -0.000205924               17.03
0.00053706        -0.000205138               17.04
0.000535012        -0.000204356               17.05
0.000532972        -0.000203577               17.06
0.000530941        -0.000202801               17.07
0.000528916        -0.000202028               17.08
0.0005269        -0.000201258               17.09
0.000524891        -0.000200491                17.1
0.00052289        -0.000199726               17.11
0.000520897        -0.000198965               17.12
0.000518911        -0.000198206               17.13
0.000516933        -0.000197451               17.14
0.000514962        -0.000196698               17.15
0.000512999        -0.000195948               17.16
0.000511043        -0.000195201               17.17
0.000509095        -0.000194457               17.18
0.000507154        -0.000193715               17.19
0.00050522        -0.000192977                17.2
0.000503294        -0.000192241               17.21
0.000501375        -0.000191508               17.22
0.000499464        -0.000190778               17.23
0.00049756        -0.000190051               17.24
0.000495663        -0.000189326               17.25
0.000493773        -0.000188605               17.26
0.000491891        -0.000187886               17.27
0.000490016        -0.000187169               17.28
0.000488147        -0.000186456               17.29
0.000486286        -0.000185745                17.3
0.000484433        -0.000185037               17.31
0.000482586        -0.000184331               17.32
0.000480746        -0.000183629               17.33
0.000478913        -0.000182929               17.34
0.000477087        -0.000182231               17.35
0.000475268        -0.000181536               17.36
0.000473457        -0.000180844               17.37
0.000471652        -0.000180155               17.38
0.000469853        -0.000179468               17.39
0.000468062        -0.000178784                17.4
0.000466278        -0.000178102               17.41
0.0004645        -0.000177423               17.42
0.000462729        -0.000176747               17.43
0.000460965        -0.000176073               17.44
0.000459208        -0.000175402               17.45
0.000457457        -0.000174733               17.46
0.000455713        -0.000174067               17.47
0.000453976        -0.000173403               17.48
0.000452245        -0.000172742               17.49
0.000450521        -0.000172084                17.5
0.000448803        -0.000171428               17.51
0.000447092        -0.000170774               17.52
0.000445388        -0.000170123               17.53
0.00044369        -0.000169474               17.54
0.000441998        -0.000168828               17.55
0.000440313        -0.000168185               17.56
0.000438635        -0.000167544               17.57
0.000436962        -0.000166905               17.58
0.000435297        -0.000166269               17.59
0.000433637        -0.000165635                17.6
0.000431984        -0.000165003               17.61
0.000430337        -0.000164374               17.62
0.000428696        -0.000163747               17.63
0.000427062        -0.000163123               17.64
0.000425434        -0.000162501               17.65
0.000423812        -0.000161882               17.66
0.000422196        -0.000161265               17.67
0.000420587         -0.00016065               17.68
0.000418983        -0.000160037               17.69
0.000417386        -0.000159427                17.7
0.000415795        -0.000158819               17.71
0.00041421        -0.000158214               17.72
0.00041263        -0.000157611               17.73
0.000411057         -0.00015701               17.74
0.00040949        -0.000156411               17.75
0.000407929        -0.000155815               17.76
0.000406374        -0.000155221               17.77
0.000404825        -0.000154629               17.78
0.000403281         -0.00015404               17.79
0.000401744        -0.000153453                17.8
0.000400212        -0.000152867               17.81
0.000398687        -0.000152285               17.82
0.000397167        -0.000151704               17.83
0.000395652        -0.000151126               17.84
0.000394144         -0.00015055               17.85
0.000392641        -0.000149976               17.86
0.000391145        -0.000149404               17.87
0.000389653        -0.000148834               17.88
0.000388168        -0.000148267               17.89
0.000386688        -0.000147702                17.9
0.000385214        -0.000147139               17.91
0.000383745        -0.000146578               17.92
0.000382282        -0.000146019               17.93
0.000380825        -0.000145462               17.94
0.000379373        -0.000144908               17.95
0.000377927        -0.000144355               17.96
0.000376486        -0.000143805               17.97
0.000375051        -0.000143257               17.98
0.000373621         -0.00014271               17.99
0.000372196        -0.000142166                  18
0.000370777        -0.000141624               18.01
0.000369364        -0.000141084               18.02
0.000367956        -0.000140547               18.03
0.000366553        -0.000140011               18.04
0.000365156        -0.000139477               18.05
0.000363763        -0.000138945               18.06
0.000362377        -0.000138416               18.07
0.000360995        -0.000137888               18.08
0.000359619        -0.000137362               18.09
0.000358248        -0.000136838                18.1
0.000356882        -0.000136317               18.11
0.000355521        -0.000135797               18.12
0.000354166        -0.000135279               18.13
0.000352816        -0.000134764               18.14
0.000351471         -0.00013425               18.15
0.000350131        -0.000133738               18.16
0.000348796        -0.000133228               18.17
0.000347466         -0.00013272               18.18
0.000346142        -0.000132214               18.19
0.000344822         -0.00013171                18.2
0.000343507        -0.000131208               18.21
0.000342198        -0.000130708               18.22
0.000340893         -0.00013021               18.23
0.000339594        -0.000129713               18.24
0.000338299        -0.000129219               18.25
0.000337009        -0.000128726               18.26
0.000335724        -0.000128235               18.27
0.000334445        -0.000127746               18.28
0.00033317        -0.000127259               18.29
0.000331899        -0.000126774                18.3
0.000330634        -0.000126291               18.31
0.000329374        -0.000125809               18.32
0.000328118         -0.00012533               18.33
0.000326867        -0.000124852               18.34
0.000325621        -0.000124376               18.35
0.000324379        -0.000123902               18.36
0.000323143         -0.00012343               18.37
0.000321911        -0.000122959               18.38
0.000320684         -0.00012249               18.39
0.000319461        -0.000122023                18.4
0.000318243        -0.000121558               18.41
0.00031703        -0.000121095               18.42
0.000315821        -0.000120633               18.43
0.000314617        -0.000120173               18.44
0.000313418        -0.000119715               18.45
0.000312223        -0.000119259               18.46
0.000311033        -0.000118804               18.47
0.000309847        -0.000118351               18.48
0.000308666          -0.0001179               18.49
0.000307489         -0.00011745                18.5
0.000306317        -0.000117002               18.51
0.000305149        -0.000116556               18.52
0.000303985        -0.000116112               18.53
0.000302826        -0.000115669               18.54
0.000301672        -0.000115228               18.55
0.000300522        -0.000114789               18.56
0.000299376        -0.000114352               18.57
0.000298235        -0.000113916               18.58
0.000297098        -0.000113481               18.59
0.000295965        -0.000113049                18.6
0.000294837        -0.000112618               18.61
0.000293713        -0.000112188               18.62
0.000292593        -0.000111761               18.63
0.000291478        -0.000111335               18.64
0.000290366         -0.00011091               18.65
0.000289259        -0.000110487               18.66
0.000288157        -0.000110066               18.67
0.000287058        -0.000109646               18.68
0.000285964        -0.000109228               18.69
0.000284874        -0.000108812                18.7
0.000283788        -0.000108397               18.71
0.000282706        -0.000107984               18.72
0.000281628        -0.000107572               18.73
0.000280554        -0.000107162               18.74
0.000279485        -0.000106754               18.75
0.000278419        -0.000106347               18.76
0.000277358        -0.000105941               18.77
0.0002763        -0.000105537               18.78
0.000275247        -0.000105135               18.79
0.000274198        -0.000104734                18.8
0.000273152        -0.000104335               18.81
0.000272111        -0.000103937               18.82
0.000271073        -0.000103541               18.83
0.00027004        -0.000103146               18.84
0.000269011        -0.000102753               18.85
0.000267985        -0.000102361               18.86
0.000266963        -0.000101971               18.87
0.000265946        -0.000101582               18.88
0.000264932        -0.000101195               18.89
0.000263922        -0.000100809                18.9
0.000262915        -0.000100425               18.91
0.000261913        -0.000100042               18.92
0.000260915        -9.96605e-05               18.93
0.00025992        -9.92806e-05               18.94
0.000258929        -9.89021e-05               18.95
0.000257942         -9.8525e-05               18.96
0.000256959        -9.81494e-05               18.97
0.000255979        -9.77752e-05               18.98
0.000255003        -9.74025e-05               18.99
0.000254031        -9.70311e-05                  19
0.000253062        -9.66612e-05               19.01
0.000252098        -9.62927e-05               19.02
0.000251137        -9.59256e-05               19.03
0.000250179        -9.55599e-05               19.04
0.000249225        -9.51956e-05               19.05
0.000248275        -9.48327e-05               19.06
0.000247329        -9.44711e-05               19.07
0.000246386         -9.4111e-05               19.08
0.000245446        -9.37522e-05               19.09
0.000244511        -9.33948e-05                19.1
0.000243579        -9.30387e-05               19.11
0.00024265         -9.2684e-05               19.12
0.000241725        -9.23307e-05               19.13
0.000240803        -9.19787e-05               19.14
0.000239885         -9.1628e-05               19.15
0.000238971        -9.12787e-05               19.16
0.00023806        -9.09307e-05               19.17
0.000237152         -9.0584e-05               19.18
0.000236248        -9.02387e-05               19.19
0.000235347        -8.98947e-05                19.2
0.00023445         -8.9552e-05               19.21
0.000233556        -8.92106e-05               19.22
0.000232666        -8.88705e-05               19.23
0.000231779        -8.85317e-05               19.24
0.000230895        -8.81941e-05               19.25
0.000230015        -8.78579e-05               19.26
0.000229138         -8.7523e-05               19.27
0.000228265        -8.71893e-05               19.28
0.000227394        -8.68569e-05               19.29
0.000226527        -8.65258e-05                19.3
0.000225664        -8.61959e-05               19.31
0.000224803        -8.58673e-05               19.32
0.000223946        -8.55399e-05               19.33
0.000223093        -8.52138e-05               19.34
0.000222242        -8.48889e-05               19.35
0.000221395        -8.45653e-05               19.36
0.000220551        -8.42429e-05               19.37
0.00021971        -8.39218e-05               19.38
0.000218872        -8.36018e-05               19.39
0.000218038        -8.32831e-05                19.4
0.000217207        -8.29656e-05               19.41
0.000216379        -8.26493e-05               19.42
0.000215554        -8.23342e-05               19.43
0.000214732        -8.20203e-05               19.44
0.000213913        -8.17076e-05               19.45
0.000213098        -8.13961e-05               19.46
0.000212285        -8.10858e-05               19.47
0.000211476        -8.07767e-05               19.48
0.00021067        -8.04687e-05               19.49
0.000209867         -8.0162e-05                19.5
0.000209067        -7.98563e-05               19.51
0.00020827        -7.95519e-05               19.52
0.000207476        -7.92486e-05               19.53
0.000206685        -7.89465e-05               19.54
0.000205897        -7.86455e-05               19.55
0.000205112        -7.83457e-05               19.56
0.00020433         -7.8047e-05               19.57
0.000203551        -7.77495e-05               19.58
0.000202775        -7.74531e-05               19.59
0.000202002        -7.71578e-05                19.6
0.000201232        -7.68636e-05               19.61
0.000200464        -7.65706e-05               19.62
0.0001997        -7.62787e-05               19.63
0.000198939        -7.59879e-05               19.64
0.00019818        -7.56982e-05               19.65
0.000197425        -7.54096e-05               19.66
0.000196672        -7.51221e-05               19.67
0.000195922        -7.48357e-05               19.68
0.000195175        -7.45504e-05               19.69
0.000194431        -7.42662e-05                19.7
0.00019369        -7.39831e-05               19.71
0.000192952         -7.3701e-05               19.72
0.000192216          -7.342e-05               19.73
0.000191483        -7.31401e-05               19.74
0.000190753        -7.28613e-05               19.75
0.000190026        -7.25835e-05               19.76
0.000189302        -7.23068e-05               19.77
0.00018858        -7.20311e-05               19.78
0.000187861        -7.17565e-05               19.79
0.000187145         -7.1483e-05                19.8
0.000186431        -7.12104e-05               19.81
0.000185721         -7.0939e-05               19.82
0.000185013        -7.06685e-05               19.83
0.000184307        -7.03991e-05               19.84
0.000183605        -7.01307e-05               19.85
0.000182905        -6.98634e-05               19.86
0.000182207         -6.9597e-05               19.87
0.000181513        -6.93317e-05               19.88
0.000180821        -6.90674e-05               19.89
0.000180131         -6.8804e-05                19.9
0.000179445        -6.85417e-05               19.91
0.00017876        -6.82804e-05               19.92
0.000178079        -6.80201e-05               19.93
0.0001774        -6.77608e-05               19.94
0.000176724        -6.75025e-05               19.95
0.00017605        -6.72451e-05               19.96
0.000175379        -6.69888e-05               19.97
0.00017471        -6.67334e-05               19.98
0.000174044         -6.6479e-05               19.99
0.000173381        -6.62255e-05                  20
0.00017272         -6.5973e-05               20.01
0.000172061        -6.57215e-05               20.02
0.000171405         -6.5471e-05               20.03
0.000170752        -6.52214e-05               20.04
0.000170101        -6.49727e-05               20.05
0.000169452         -6.4725e-05               20.06
0.000168806        -6.44783e-05               20.07
0.000168163        -6.42325e-05               20.08
0.000167522        -6.39876e-05               20.09
0.000166883        -6.37436e-05                20.1
0.000166247        -6.35006e-05               20.11
0.000165613        -6.32585e-05               20.12
0.000164982        -6.30174e-05               20.13
0.000164353        -6.27771e-05               20.14
0.000163726        -6.25378e-05               20.15
0.000163102        -6.22994e-05               20.16
0.00016248        -6.20619e-05               20.17
0.000161861        -6.18253e-05               20.18
0.000161244        -6.15896e-05               20.19
0.000160629        -6.13548e-05                20.2
0.000160016        -6.11209e-05               20.21
0.000159406        -6.08878e-05               20.22
0.000158799        -6.06557e-05               20.23
0.000158193        -6.04245e-05               20.24
0.00015759        -6.01941e-05               20.25
0.000156989        -5.99646e-05               20.26
0.000156391         -5.9736e-05               20.27
0.000155795        -5.95083e-05               20.28
0.000155201        -5.92814e-05               20.29
0.000154609        -5.90554e-05                20.3
0.00015402        -5.88303e-05               20.31
0.000153432         -5.8606e-05               20.32
0.000152848        -5.83826e-05               20.33
0.000152265          -5.816e-05               20.34
0.000151684        -5.79383e-05               20.35
0.000151106        -5.77174e-05               20.36
0.00015053        -5.74973e-05               20.37
0.000149956        -5.72781e-05               20.38
0.000149384        -5.70598e-05               20.39
0.000148815        -5.68422e-05                20.4
0.000148248        -5.66255e-05               20.41
0.000147682        -5.64097e-05               20.42
0.000147119        -5.61946e-05               20.43
0.000146558        -5.59804e-05               20.44
0.000146        -5.57669e-05               20.45
0.000145443        -5.55543e-05               20.46
0.000144889        -5.53425e-05               20.47
0.000144336        -5.51316e-05               20.48
0.000143786        -5.49214e-05               20.49
0.000143238         -5.4712e-05                20.5
0.000142692        -5.45034e-05               20.51
0.000142148        -5.42956e-05               20.52
0.000141606        -5.40886e-05               20.53
0.000141066        -5.38824e-05               20.54
0.000140528         -5.3677e-05               20.55
0.000139992        -5.34724e-05               20.56
0.000139459        -5.32685e-05               20.57
0.000138927        -5.30654e-05               20.58
0.000138397        -5.28631e-05               20.59
0.00013787        -5.26616e-05                20.6
0.000137344        -5.24608e-05               20.61
0.000136821        -5.22608e-05               20.62
0.000136299        -5.20616e-05               20.63
0.000135779        -5.18631e-05               20.64
0.000135262        -5.16654e-05               20.65
0.000134746        -5.14684e-05               20.66
0.000134232        -5.12722e-05               20.67
0.000133721        -5.10767e-05               20.68
0.000133211         -5.0882e-05               20.69
0.000132703         -5.0688e-05                20.7
0.000132197        -5.04948e-05               20.71
0.000131693        -5.03023e-05               20.72
0.000131191        -5.01105e-05               20.73
0.000130691        -4.99195e-05               20.74
0.000130193        -4.97292e-05               20.75
0.000129696        -4.95396e-05               20.76
0.000129202        -4.93507e-05               20.77
0.000128709        -4.91626e-05               20.78
0.000128219        -4.89751e-05               20.79
0.00012773        -4.87884e-05                20.8
0.000127243        -4.86024e-05               20.81
0.000126758        -4.84171e-05               20.82
0.000126274        -4.82326e-05               20.83
0.000125793        -4.80487e-05               20.84
0.000125313        -4.78655e-05               20.85
0.000124836         -4.7683e-05               20.86
0.00012436        -4.75012e-05               20.87
0.000123886        -4.73201e-05               20.88
0.000123413        -4.71397e-05               20.89
0.000122943          -4.696e-05                20.9
0.000122474         -4.6781e-05               20.91
0.000122007        -4.66026e-05               20.92
0.000121542         -4.6425e-05               20.93
0.000121079         -4.6248e-05               20.94
0.000120617        -4.60717e-05               20.95
0.000120157         -4.5896e-05               20.96
0.000119699        -4.57211e-05               20.97
0.000119243        -4.55468e-05               20.98
0.000118788        -4.53731e-05               20.99
0.000118335        -4.52001e-05                  21
0.000117884        -4.50278e-05               21.01
0.000117435        -4.48561e-05               21.02
0.000116987        -4.46851e-05               21.03
0.000116541        -4.45148e-05               21.04
0.000116097        -4.43451e-05               21.05
0.000115654         -4.4176e-05               21.06
0.000115213        -4.40076e-05               21.07
0.000114774        -4.38398e-05               21.08
0.000114337        -4.36727e-05               21.09
0.000113901        -4.35062e-05                21.1
0.000113466        -4.33403e-05               21.11
0.000113034        -4.31751e-05               21.12
0.000112603        -4.30105e-05               21.13
0.000112174        -4.28465e-05               21.14
0.000111746        -4.26832e-05               21.15
0.00011132        -4.25205e-05               21.16
0.000110896        -4.23584e-05               21.17
0.000110473        -4.21969e-05               21.18
0.000110052         -4.2036e-05               21.19
0.000109632        -4.18757e-05                21.2
0.000109214        -4.17161e-05               21.21
0.000108798        -4.15571e-05               21.22
0.000108383        -4.13986e-05               21.23
0.00010797        -4.12408e-05               21.24
0.000107558        -4.10836e-05               21.25
0.000107148         -4.0927e-05               21.26
0.00010674        -4.07709e-05               21.27
0.000106333        -4.06155e-05               21.28
0.000105927        -4.04606e-05               21.29
0.000105524        -4.03064e-05                21.3
0.000105121        -4.01527e-05               21.31
0.00010472        -3.99997e-05               21.32
0.000104321        -3.98472e-05               21.33
0.000103924        -3.96952e-05               21.34
0.000103527        -3.95439e-05               21.35
0.000103133        -3.93932e-05               21.36
0.000102739         -3.9243e-05               21.37
0.000102348        -3.90934e-05               21.38
0.000101958        -3.89443e-05               21.39
0.000101569        -3.87959e-05                21.4
0.000101182         -3.8648e-05               21.41
0.000100796        -3.85006e-05               21.42
0.000100412        -3.83538e-05               21.43
0.000100029        -3.82076e-05               21.44
9.96475e-05         -3.8062e-05               21.45
9.92676e-05        -3.79168e-05               21.46
9.88892e-05        -3.77723e-05               21.47
9.85122e-05        -3.76283e-05               21.48
9.81366e-05        -3.74848e-05               21.49
9.77625e-05        -3.73419e-05                21.5
9.73897e-05        -3.71996e-05               21.51
9.70185e-05        -3.70578e-05               21.52
9.66486e-05        -3.69165e-05               21.53
9.62801e-05        -3.67757e-05               21.54
9.59131e-05        -3.66355e-05               21.55
9.55474e-05        -3.64959e-05               21.56
9.51832e-05        -3.63567e-05               21.57
9.48203e-05        -3.62181e-05               21.58
9.44588e-05          -3.608e-05               21.59
9.40987e-05        -3.59425e-05                21.6
9.37399e-05        -3.58055e-05               21.61
9.33826e-05         -3.5669e-05               21.62
9.30266e-05         -3.5533e-05               21.63
9.26719e-05        -3.53975e-05               21.64
9.23186e-05        -3.52626e-05               21.65
9.19667e-05        -3.51281e-05               21.66
9.1616e-05        -3.49942e-05               21.67
9.12668e-05        -3.48608e-05               21.68
9.09188e-05        -3.47279e-05               21.69
9.05722e-05        -3.45955e-05                21.7
9.02269e-05        -3.44636e-05               21.71
8.98829e-05        -3.43322e-05               21.72
8.95403e-05        -3.42013e-05               21.73
8.91989e-05         -3.4071e-05               21.74
8.88588e-05        -3.39411e-05               21.75
8.85201e-05        -3.38117e-05               21.76
8.81826e-05        -3.36828e-05               21.77
8.78464e-05        -3.35543e-05               21.78
8.75115e-05        -3.34264e-05               21.79
8.71779e-05         -3.3299e-05                21.8
8.68455e-05         -3.3172e-05               21.81
8.65145e-05        -3.30456e-05               21.82
8.61846e-05        -3.29196e-05               21.83
8.58561e-05        -3.27941e-05               21.84
8.55287e-05        -3.26691e-05               21.85
8.52027e-05        -3.25445e-05               21.86
8.48779e-05        -3.24205e-05               21.87
8.45543e-05        -3.22969e-05               21.88
8.42319e-05        -3.21737e-05               21.89
8.39108e-05        -3.20511e-05                21.9
8.35909e-05        -3.19289e-05               21.91
8.32722e-05        -3.18072e-05               21.92
8.29547e-05        -3.16859e-05               21.93
8.26385e-05        -3.15651e-05               21.94
8.23234e-05        -3.14448e-05               21.95
8.20096e-05        -3.13249e-05               21.96
8.16969e-05        -3.12055e-05               21.97
8.13855e-05        -3.10865e-05               21.98
8.10752e-05         -3.0968e-05               21.99
8.07661e-05        -3.08499e-05                  22
8.04582e-05        -3.07323e-05               22.01
8.01515e-05        -3.06151e-05               22.02
7.98459e-05        -3.04984e-05               22.03
7.95415e-05        -3.03822e-05               22.04
7.92383e-05        -3.02663e-05               22.05
7.89362e-05        -3.01509e-05               22.06
7.86352e-05         -3.0036e-05               22.07
7.83355e-05        -2.99215e-05               22.08
7.80368e-05        -2.98074e-05               22.09
7.77393e-05        -2.96938e-05                22.1
7.74429e-05        -2.95806e-05               22.11
7.71477e-05        -2.94678e-05               22.12
7.68536e-05        -2.93555e-05               22.13
7.65606e-05        -2.92435e-05               22.14
7.62687e-05        -2.91321e-05               22.15
7.59779e-05         -2.9021e-05               22.16
7.56883e-05        -2.89104e-05               22.17
7.53997e-05        -2.88001e-05               22.18
7.51123e-05        -2.86903e-05               22.19
7.48259e-05         -2.8581e-05                22.2
7.45407e-05         -2.8472e-05               22.21
7.42565e-05        -2.83635e-05               22.22
7.39734e-05        -2.82553e-05               22.23
7.36914e-05        -2.81476e-05               22.24
7.34104e-05        -2.80403e-05               22.25
7.31306e-05        -2.79334e-05               22.26
7.28518e-05        -2.78269e-05               22.27
7.2574e-05        -2.77208e-05               22.28
7.22973e-05        -2.76151e-05               22.29
7.20217e-05        -2.75099e-05                22.3
7.17472e-05         -2.7405e-05               22.31
7.14736e-05        -2.73005e-05               22.32
7.12011e-05        -2.71964e-05               22.33
7.09297e-05        -2.70927e-05               22.34
7.06593e-05        -2.69894e-05               22.35
7.03899e-05        -2.68866e-05               22.36
7.01216e-05         -2.6784e-05               22.37
6.98542e-05        -2.66819e-05               22.38
6.95879e-05        -2.65802e-05               22.39
6.93226e-05        -2.64789e-05                22.4
6.90583e-05        -2.63779e-05               22.41
6.87951e-05        -2.62774e-05               22.42
6.85328e-05        -2.61772e-05               22.43
6.82715e-05        -2.60774e-05               22.44
6.80112e-05         -2.5978e-05               22.45
6.7752e-05        -2.58789e-05               22.46
6.74937e-05        -2.57803e-05               22.47
6.72363e-05         -2.5682e-05               22.48
6.698e-05        -2.55841e-05               22.49
6.67247e-05        -2.54866e-05                22.5
6.64703e-05        -2.53894e-05               22.51
6.62169e-05        -2.52926e-05               22.52
6.59644e-05        -2.51962e-05               22.53
6.57129e-05        -2.51001e-05               22.54
6.54624e-05        -2.50044e-05               22.55
6.52129e-05        -2.49091e-05               22.56
6.49642e-05        -2.48141e-05               22.57
6.47166e-05        -2.47195e-05               22.58
6.44698e-05        -2.46253e-05               22.59
6.42241e-05        -2.45314e-05                22.6
6.39792e-05        -2.44379e-05               22.61
6.37353e-05        -2.43447e-05               22.62
6.34923e-05        -2.42519e-05               22.63
6.32503e-05        -2.41595e-05               22.64
6.30091e-05        -2.40673e-05               22.65
6.27689e-05        -2.39756e-05               22.66
6.25296e-05        -2.38842e-05               22.67
6.22912e-05        -2.37931e-05               22.68
6.20538e-05        -2.37024e-05               22.69
6.18172e-05        -2.36121e-05                22.7
6.15815e-05         -2.3522e-05               22.71
6.13467e-05        -2.34324e-05               22.72
6.11129e-05         -2.3343e-05               22.73
6.08799e-05         -2.3254e-05               22.74
6.06478e-05        -2.31654e-05               22.75
6.04166e-05        -2.30771e-05               22.76
6.01862e-05        -2.29891e-05               22.77
5.99568e-05        -2.29015e-05               22.78
5.97282e-05        -2.28141e-05               22.79
5.95005e-05        -2.27272e-05                22.8
5.92737e-05        -2.26405e-05               22.81
5.90477e-05        -2.25542e-05               22.82
5.88226e-05        -2.24682e-05               22.83
5.85983e-05        -2.23826e-05               22.84
5.83749e-05        -2.22972e-05               22.85
5.81524e-05        -2.22122e-05               22.86
5.79307e-05        -2.21276e-05               22.87
5.77098e-05        -2.20432e-05               22.88
5.74898e-05        -2.19592e-05               22.89
5.72706e-05        -2.18754e-05                22.9
5.70523e-05         -2.1792e-05               22.91
5.68348e-05         -2.1709e-05               22.92
5.66181e-05        -2.16262e-05               22.93
5.64023e-05        -2.15438e-05               22.94
5.61873e-05        -2.14616e-05               22.95
5.5973e-05        -2.13798e-05               22.96
5.57597e-05        -2.12983e-05               22.97
5.55471e-05        -2.12171e-05               22.98
5.53353e-05        -2.11362e-05               22.99
5.51244e-05        -2.10556e-05                  23
5.49142e-05        -2.09754e-05               23.01
5.47048e-05        -2.08954e-05               23.02
5.44963e-05        -2.08157e-05               23.03
5.42885e-05        -2.07364e-05               23.04
5.40816e-05        -2.06573e-05               23.05
5.38754e-05        -2.05786e-05               23.06
5.367e-05        -2.05001e-05               23.07
5.34654e-05         -2.0422e-05               23.08
5.32615e-05        -2.03441e-05               23.09
5.30585e-05        -2.02665e-05                23.1
5.28562e-05        -2.01893e-05               23.11
5.26547e-05        -2.01123e-05               23.12
5.2454e-05        -2.00356e-05               23.13
5.2254e-05        -1.99593e-05               23.14
5.20548e-05        -1.98832e-05               23.15
5.18563e-05        -1.98074e-05               23.16
5.16586e-05        -1.97318e-05               23.17
5.14617e-05        -1.96566e-05               23.18
5.12655e-05        -1.95817e-05               23.19
5.10701e-05         -1.9507e-05                23.2
5.08754e-05        -1.94327e-05               23.21
5.06814e-05        -1.93586e-05               23.22
5.04882e-05        -1.92848e-05               23.23
5.02957e-05        -1.92113e-05               23.24
5.0104e-05         -1.9138e-05               23.25
4.99129e-05         -1.9065e-05               23.26
4.97227e-05        -1.89924e-05               23.27
4.95331e-05          -1.892e-05               23.28
4.93443e-05        -1.88478e-05               23.29
4.91561e-05         -1.8776e-05                23.3
4.89687e-05        -1.87044e-05               23.31
4.87821e-05        -1.86331e-05               23.32
4.85961e-05         -1.8562e-05               23.33
4.84108e-05        -1.84913e-05               23.34
4.82263e-05        -1.84208e-05               23.35
4.80424e-05        -1.83506e-05               23.36
4.78592e-05        -1.82806e-05               23.37
4.76768e-05        -1.82109e-05               23.38
4.7495e-05        -1.81415e-05               23.39
4.7314e-05        -1.80723e-05                23.4
4.71336e-05        -1.80034e-05               23.41
4.69539e-05        -1.79348e-05               23.42
4.67749e-05        -1.78664e-05               23.43
4.65966e-05        -1.77983e-05               23.44
4.64189e-05        -1.77304e-05               23.45
4.62419e-05        -1.76629e-05               23.46
4.60657e-05        -1.75955e-05               23.47
4.589e-05        -1.75284e-05               23.48
4.57151e-05        -1.74616e-05               23.49
4.55408e-05         -1.7395e-05                23.5
4.53672e-05        -1.73287e-05               23.51
4.51942e-05        -1.72627e-05               23.52
4.50219e-05        -1.71968e-05               23.53
4.48503e-05        -1.71313e-05               23.54
4.46793e-05         -1.7066e-05               23.55
4.4509e-05        -1.70009e-05               23.56
4.43393e-05        -1.69361e-05               23.57
4.41702e-05        -1.68715e-05               23.58
4.40018e-05        -1.68072e-05               23.59
4.38341e-05        -1.67431e-05                23.6
4.3667e-05        -1.66793e-05               23.61
4.35005e-05        -1.66157e-05               23.62
4.33347e-05        -1.65524e-05               23.63
4.31695e-05        -1.64893e-05               23.64
4.30049e-05        -1.64264e-05               23.65
4.28409e-05        -1.63638e-05               23.66
4.26776e-05        -1.63014e-05               23.67
4.25149e-05        -1.62392e-05               23.68
4.23528e-05        -1.61773e-05               23.69
4.21914e-05        -1.61157e-05                23.7
4.20305e-05        -1.60542e-05               23.71
4.18703e-05         -1.5993e-05               23.72
4.17106e-05         -1.5932e-05               23.73
4.15516e-05        -1.58713e-05               23.74
4.13932e-05        -1.58108e-05               23.75
4.12354e-05        -1.57505e-05               23.76
4.10782e-05        -1.56905e-05               23.77
4.09216e-05        -1.56307e-05               23.78
4.07656e-05        -1.55711e-05               23.79
4.06102e-05        -1.55117e-05                23.8
4.04554e-05        -1.54526e-05               23.81
4.03011e-05        -1.53937e-05               23.82
4.01475e-05         -1.5335e-05               23.83
3.99944e-05        -1.52765e-05               23.84
3.9842e-05        -1.52183e-05               23.85
3.96901e-05        -1.51603e-05               23.86
3.95387e-05        -1.51025e-05               23.87
3.9388e-05        -1.50449e-05               23.88
3.92379e-05        -1.49875e-05               23.89
3.90883e-05        -1.49304e-05                23.9
3.89392e-05        -1.48735e-05               23.91
3.87908e-05        -1.48168e-05               23.92
3.86429e-05        -1.47603e-05               23.93
3.84956e-05         -1.4704e-05               23.94
3.83488e-05        -1.46479e-05               23.95
3.82026e-05        -1.45921e-05               23.96
3.8057e-05        -1.45365e-05               23.97
3.79119e-05        -1.44811e-05               23.98
3.77674e-05        -1.44258e-05               23.99
3.76234e-05        -1.43709e-05                  24
3.74799e-05        -1.43161e-05               24.01
3.73371e-05        -1.42615e-05               24.02
3.71947e-05        -1.42071e-05               24.03
3.70529e-05         -1.4153e-05               24.04
3.69117e-05         -1.4099e-05               24.05
